,Date,Albania,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Cyprus,Croatia,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
22,2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0
25,2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7
26,2/17/20,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
34,2/25/20,0,0,2,0,0,0,0,0,0,1,0,0,0,0,-5,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
35,2/26/20,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,9,1,0,0,0,1,127,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,1,0,0,0,0
36,2/27/20,0,0,1,0,0,0,0,0,0,0,0,1,1,0,20,0,18,2,0,0,0,0,155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,7,0,0,2
37,2/28/20,0,0,0,0,1,0,0,0,0,2,0,0,0,0,19,0,2,1,0,1,0,1,228,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,17,0,0,0,0,5
38,2/29/20,0,0,6,0,0,0,0,0,0,1,0,2,0,1,42,0,31,0,0,0,1,3,232,0,0,0,0,1,0,0,1,0,5,0,9,0,0,0,0,0,0,13,5,10,0,0,3
39,3/1/20,0,1,5,3,0,1,0,0,0,1,3,1,0,3,30,2,51,3,0,2,0,3,524,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,39,2,9,0,0,13
40,3/2/20,0,0,4,0,0,6,0,0,0,0,0,0,0,0,60,0,29,0,0,3,0,0,258,0,0,1,0,0,0,0,0,0,8,0,6,0,2,0,0,0,0,36,1,15,0,0,4
41,3/3/20,0,0,3,0,0,5,0,0,0,2,2,2,1,0,12,0,37,0,0,5,1,2,428,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,44,6,12,0,1,11
42,3/4/20,0,0,8,0,5,10,0,0,0,1,3,5,0,0,84,0,66,2,2,15,4,3,443,0,0,0,0,0,0,0,0,0,14,0,24,1,3,0,0,0,0,56,14,33,0,0,35
43,3/5/20,0,0,12,3,0,27,2,0,0,0,4,0,1,6,90,1,220,22,0,8,0,5,590,0,0,0,0,0,0,0,0,0,44,0,31,0,3,2,0,0,2,36,59,23,0,0,30
44,3/6/20,0,0,14,0,0,59,0,0,0,1,6,12,7,3,273,0,187,14,0,9,12,16,620,0,0,0,0,1,0,0,0,0,45,2,21,4,5,3,1,1,5,139,7,100,0,0,47
45,3/7/20,0,0,24,3,0,60,1,0,0,1,1,0,0,0,301,0,128,1,2,7,0,6,1145,0,0,0,0,0,3,0,0,0,60,0,39,0,7,-2,0,0,0,67,60,54,0,0,32
46,3/8/20,0,0,25,0,0,31,0,4,0,0,12,13,0,8,169,9,241,27,3,0,1,18,1326,0,0,1,0,1,0,1,0,0,75,0,29,6,10,6,0,2,9,166,42,68,0,0,67
47,3/9/20,2,0,25,0,-1,39,0,0,2,0,0,55,0,7,83,2,134,0,2,8,2,0,1598,0,0,4,0,0,0,0,0,0,56,0,28,5,0,0,0,0,0,387,45,37,0,0,47
48,3/10/20,8,0,49,2,1,28,2,0,1,2,10,172,2,10,561,0,281,16,0,10,13,12,809,0,0,1,0,2,2,2,0,0,60,4,195,6,11,10,4,4,15,615,107,116,0,0,57
49,3/11/20,1,0,64,-3,0,44,2,2,3,5,50,180,4,19,484,9,443,9,4,16,8,4,1796,0,0,2,2,2,1,0,0,0,120,0,198,9,18,17,7,3,26,412,144,159,1,0,75
50,3/12/20,11,3,55,0,3,0,4,0,0,0,3,173,0,0,0,0,170,0,0,18,0,21,2462,0,0,0,0,12,0,0,1,0,0,0,104,17,0,4,7,6,32,-1,99,0,0,0,-2
51,3/13/20,10,4,200,3,15,245,2,16,8,12,47,187,63,96,1357,1,1572,91,6,31,47,26,1903,4,0,7,3,15,5,3,0,0,298,6,294,18,52,39,16,16,52,2867,215,480,4,1,342
52,3/14/20,5,10,151,0,0,129,5,17,12,6,48,31,36,70,803,5,908,28,10,22,38,29,2795,2,0,9,2,16,6,6,0,0,154,0,91,34,56,32,11,12,39,773,146,218,0,0,324
53,3/15/20,4,8,205,5,0,197,6,10,0,11,64,38,55,10,36,3,1208,102,1,3,0,58,2853,3,0,4,3,8,3,11,0,0,168,0,131,16,76,8,2,10,38,1313,60,840,1,0,-14
54,3/16/20,9,26,156,5,9,171,1,1,7,7,42,57,34,33,2093,-1,1450,0,7,22,40,5,2470,1,0,4,5,18,8,0,5,0,274,4,112,44,85,27,6,9,34,2078,78,0,12,4,381
55,3/17/20,4,25,319,0,0,180,-1,15,13,6,98,91,20,44,1032,1,1978,55,10,39,49,25,2989,23,0,15,8,63,8,6,0,2,276,8,130,60,116,19,10,9,22,1117,86,487,28,6,361
56,3/18/20,3,6,305,0,13,209,12,25,3,16,68,91,33,15,1409,4,3028,31,8,25,69,54,2648,2,3,22,2,62,0,-1,0,0,332,9,84,13,-1,73,18,32,0,2019,86,316,51,0,634
57,3/19/20,5,31,365,16,0,302,25,1,18,22,230,107,9,64,1751,2,2969,-1,15,80,264,123,4480,9,0,15,9,130,15,19,0,1,390,13,195,116,336,11,20,18,11,3820,159,1034,92,2,31
58,3/20/20,6,21,375,0,18,476,26,33,0,23,138,109,16,50,1581,3,4438,66,10,80,126,99,5359,2,3,25,13,149,11,17,4,11,506,19,168,70,230,31,31,14,55,1753,195,1206,166,12,1262
59,3/21/20,4,24,424,4,-3,266,3,33,17,78,160,79,23,72,1593,6,2295,28,12,46,102,160,4132,7,8,13,33,182,9,14,0,0,607,18,204,111,254,32,36,41,42,4095,120,1260,306,17,997
60,3/22/20,13,33,760,13,0,578,33,24,7,48,124,94,19,103,-527,3,2617,92,17,81,120,170,3957,7,0,15,60,122,17,14,11,7,534,29,267,96,318,51,50,1,30,2547,170,760,545,26,643
61,3/23/20,13,41,887,7,5,329,10,14,21,61,116,47,26,74,3694,7,4154,69,35,20,217,188,4188,2,2,41,36,77,17,15,0,5,513,20,233,114,451,139,26,1,27,5829,108,1299,286,0,907
62,3/24/20,10,2,802,15,-7,294,28,17,6,67,152,103,12,92,1215,3,919,35,13,44,203,149,3204,10,26,17,29,224,3,15,0,20,752,12,235,150,275,199,40,18,37,3033,229,1080,336,24,1216
63,3/25/20,16,14,303,5,-2,526,10,23,8,43,257,137,33,86,2090,4,3984,69,38,84,233,1124,3491,9,2,24,63,234,19,24,8,5,778,28,219,140,623,99,80,12,37,7218,214,989,520,46,1290
64,3/26/20,27,22,1199,23,0,1128,15,18,13,51,268,145,134,76,2538,3,4428,67,28,39,245,311,4492,27,0,23,25,119,5,28,2,17,950,22,285,168,511,109,18,15,33,5905,299,876,1180,51,1978
65,3/27/20,-4,29,626,43,5,797,42,28,3,76,353,159,34,81,2800,1,5873,56,33,73,299,327,4401,38,14,36,58,112,5,21,9,13,1067,18,381,168,708,239,73,43,67,4818,201,-322,2036,110,2648
66,3/28/20,9,76,604,16,0,1581,20,32,17,61,350,153,61,124,4366,7,4910,91,42,56,280,574,3651,65,0,25,34,223,10,32,0,2,1079,21,255,247,878,125,193,23,52,3744,378,1115,1660,42,2273
67,3/29/20,13,15,245,27,0,1328,61,11,35,48,181,175,32,71,807,-3,3570,89,63,36,190,582,3815,52,26,42,66,116,2,32,3,1,979,16,267,220,773,290,79,22,44,3630,248,652,1757,117,2253
68,3/30/20,-1,58,651,53,58,813,32,10,7,62,163,186,36,110,3305,10,389,51,37,44,287,418,1648,17,7,29,25,37,5,22,3,6,794,16,149,184,425,269,41,17,26,4862,292,806,1516,68,2279
69,3/31/20,8,50,83,24,-16,515,49,40,30,77,279,267,23,62,5606,6,2193,96,41,8,308,596,2107,37,13,22,45,149,13,50,2,17,675,42,188,254,1015,108,115,31,42,4740,373,609,2577,91,2637
70,4/1/20,1,37,172,61,4,630,37,18,52,90,176,-657,26,28,2500,5,3319,100,26,58,198,711,2937,34,4,48,44,135,19,64,3,14,887,18,217,193,781,173,148,36,39,3884,453,-36,1995,143,3713
71,4/2/20,8,87,93,41,139,838,70,30,35,32,339,63,61,-220,-299,14,2995,117,57,38,389,658,2477,54,3,-18,67,167,8,81,5,21,926,30,259,369,736,240,108,24,-6,2890,552,-35,2295,95,3643
72,4/3/20,13,63,112,37,47,913,38,19,39,63,219,242,99,96,2564,19,4062,42,32,20,402,502,2339,24,12,64,47,-296,6,81,3,29,884,42,214,423,815,411,297,19,34,2514,513,-109,2648,167,3785
73,4/4/20,16,34,-246,78,88,1146,38,11,25,16,369,209,66,262,1807,-2,2939,55,34,-34,294,395,2886,61,11,16,73,117,11,154,2,27,738,48,177,176,611,371,143,21,32,2514,297,-745,2635,145,3020
74,4/5/20,23,38,-239,61,120,592,28,22,18,47,89,224,53,42,616,11,1591,57,45,37,369,524,2972,46,3,24,38,70,11,108,7,13,1116,68,128,442,725,201,277,14,14,923,359,546,2806,75,5299
75,4/6/20,3,5,-235,45,132,703,-3,14,11,34,199,246,7,250,2019,11,3025,-177,6,42,354,358,1941,74,42,-6,29,34,14,90,3,19,869,3,173,270,371,136,285,50,-1,1972,300,-1134,2789,10,3214
76,4/7/20,-10,-5,-264,75,160,806,65,24,27,21,134,243,32,125,308,0,-3298,75,60,-75,309,151,880,30,12,5,37,124,52,85,2,5,535,26,208,384,634,285,244,42,32,1792,373,-108,3560,136,2594
77,4/8/20,-6,0,-193,86,182,480,28,15,27,48,223,174,30,173,1421,11,-4919,50,44,-44,340,117,1195,26,42,29,32,62,-6,113,2,7,826,10,-12,296,652,253,215,98,10,718,630,-143,3766,192,4469
78,4/9/20,-3,15,-448,65,355,814,31,19,36,23,176,94,11,116,1007,6,-1480,67,75,-23,472,341,1615,47,8,11,42,75,37,103,2,4,1067,43,118,293,777,294,200,12,22,203,616,-82,3664,209,3280
79,4/10/20,-10,3,-537,6,462,784,14,10,26,75,111,128,41,158,1603,13,2324,51,183,-37,1491,259,1396,25,17,23,-8,106,13,143,6,3,1220,42,98,339,1462,161,233,14,25,914,467,-54,4368,283,7351
80,4/11/20,2,5,-307,25,238,606,34,15,18,-53,24,-18,46,135,1021,2,-719,69,109,-77,806,171,1996,36,32,18,26,39,19,102,2,7,1185,47,89,317,447,473,272,13,12,788,449,-478,4501,286,4395
81,4/12/20,-7,22,-257,-10,318,898,7,7,12,14,98,-15,-1,62,25482,8,-240,28,83,-36,713,114,1984,68,28,19,-16,7,-20,82,0,8,1077,68,107,230,553,191,244,14,12,-81,320,-362,4211,246,4642
82,4/13/20,6,11,-278,10,338,395,15,4,28,21,8,20,16,87,2576,14,-1954,30,36,-34,961,200,1363,99,29,4,4,8,6,33,0,2,878,19,72,199,318,256,419,-57,3,385,445,-759,3484,307,3941
83,4/14/20,-9,-28,-121,-14,358,115,15,15,33,33,-89,-107,25,92,3422,27,-2713,23,39,-47,791,113,675,74,7,2,3,17,9,190,0,-33,746,6,15,119,412,89,402,60,7,-635,383,212,3113,243,4208
84,4/15/20,15,11,-364,3,444,1932,9,9,20,-23,-77,-76,21,68,-368,4,-1516,21,-15,-81,978,80,1127,24,12,-19,-17,38,6,72,-8,-4,539,53,106,307,575,150,403,-14,10,1102,312,-1365,3291,358,3747
85,4/16/20,-3,-14,-765,-28,472,364,31,34,8,-8,61,-92,17,-1271,9880,37,-1703,12,58,-55,682,-10,1189,69,4,-4,-5,45,-25,33,0,15,878,83,154,202,610,331,441,96,11,2753,483,-146,3261,346,3622
86,4/17/20,15,-3,-620,-11,434,624,1,24,15,-49,-90,-189,11,113,-360,19,-2715,14,89,-66,665,-93,355,74,0,-24,-12,6,1,67,-7,-1,1088,15,32,351,127,190,-169,63,31,5204,609,-200,2685,432,4669
87,4/18/20,-10,-75,-446,-32,515,368,35,20,9,0,-4,-301,36,184,-2203,10,-448,9,31,-61,737,-60,809,39,1,30,72,35,-4,-2,-2,4,1003,28,96,233,542,119,194,0,-7,846,495,-415,1840,407,4407
88,4/19/20,2,21,-218,-98,356,674,7,7,4,-63,64,-163,12,98,3935,-1,-885,-3,46,11,454,-80,486,38,45,15,43,-14,-18,18,0,1,983,20,41,473,494,136,203,55,7,3978,534,-389,2327,263,5337
89,4/20/20,9,11,-102,-41,433,1204,-11,28,5,-52,-115,-49,6,-219,1004,6,-1895,7,41,-70,324,-78,-20,127,-56,12,26,-4,-4,73,-1,-29,683,-6,62,193,636,38,192,-11,1,-2093,352,-632,3097,239,4109
90,4/21/20,7,31,-283,-31,392,696,-25,41,-5,-4,-68,-216,10,103,472,4,-2645,-157,80,-50,-8811,-236,-528,101,7,-40,-33,24,-12,16,-3,-12,562,-19,34,78,182,150,148,18,5,1611,360,-730,3004,397,2952
91,4/22/20,13,48,-324,-4,363,238,1,41,5,-26,-144,-184,-9,107,-4208,-3,-2089,7,50,-38,592,-157,-10,114,-16,11,-39,-7,-14,106,0,-13,549,-21,142,72,354,189,202,19,-1,375,510,-326,1407,397,3574
92,4/23/20,0,24,-301,-11,570,313,19,54,5,15,-110,-144,24,132,376,5,-1715,51,7,-43,911,-94,-851,108,-30,17,-16,-9,-38,42,-10,-6,765,12,56,87,278,293,85,76,7,860,667,-512,987,485,3850
93,4/24/20,6,1,-117,-22,566,985,-46,128,8,-72,-137,-14,-2,-394,-146,-2,-4815,22,68,-33,357,-139,-321,144,-9,-129,-19,-2251,-17,86,-6,2,695,-11,57,137,383,-40,175,-34,6,-13506,681,-259,-233,185,4369
94,4/25/20,25,5,-160,-42,360,499,9,12,-44,-48,-7,77,8,71,222,5,1397,16,0,-27,328,-197,-680,77,0,20,-15,-65,-26,114,-1,-29,535,2,34,169,520,111,231,-18,6,-816,570,-93,-1090,478,4035
95,4/26/20,6,39,-108,-31,746,264,-4,44,7,-56,-42,-10,0,97,25,19,-1042,7,20,-36,677,-153,256,80,-8,8,5,-7,-33,32,0,0,574,-109,28,194,397,219,228,-3,5,-1223,461,-344,-1300,426,4044
96,4/27/20,-2,46,-38,9,778,347,13,60,4,-58,-243,-36,3,116,2696,4,-1662,15,62,-16,371,-360,-290,80,-12,5,4,-13,-2,37,1,-36,357,-44,68,57,110,194,200,-7,5,-1003,206,-352,-2615,357,3941
97,4/28/20,3,40,-155,-20,662,458,-6,20,15,-62,-67,-19,6,-261,1350,2,-1934,30,37,-9,172,-379,-608,138,-8,18,-170,11,-9,106,-8,-10,124,-20,60,93,243,-8,165,-19,1,-666,614,-334,-2718,254,3085
98,4/29/20,-8,31,-165,2,889,15,62,21,6,-45,-85,-97,10,159,-4279,-4,-1526,9,49,-18,-3808,-386,-548,66,0,-70,3,17,-31,-14,-8,-3,239,-19,49,24,77,167,190,-56,0,-4708,574,126,-2384,334,3250
99,4/30/20,-9,103,-82,-21,527,274,59,34,-141,-48,-112,-42,8,-116,-781,16,-1786,-783,-9,-14,317,-223,-3106,217,-8,9,-16,-65,-10,53,-6,-11,424,-92,25,6,475,-210,228,-36,6,-2853,666,-642,-2324,394,5362
100,5/1/20,-9,33,-129,9,354,88,-5,37,7,-70,-7,-38,1,49,-948,3,-2445,21,49,-18,188,-443,-608,139,-32,11,9,16,-30,-13,-9,-19,366,-44,45,-34,160,-11,0,-27,4,1781,361,-398,-2818,269,5430
101,5/2/20,-24,92,-50,-6,708,104,32,24,7,-41,-76,-79,1,123,596,15,-1286,5,51,-17,322,-357,-239,197,-10,1,-32,-95,5,8,-5,-13,351,-34,25,-14,-201,-81,260,-47,-3,-4389,546,-196,-2546,458,4189
102,5/3/20,-6,86,-11,8,796,212,-33,2,8,-20,-103,8,-4,68,48,-10,-957,5,47,-10,313,-136,-525,-38,-13,8,1,-53,-4,20,0,-4,266,-90,38,121,54,90,-27,-10,-4,-934,225,-212,-3283,443,4022
103,5/4/20,-4,81,-66,12,717,212,38,16,2,-29,-186,37,3,-437,-237,4,-1739,4,25,-6,250,-280,-199,38,24,17,6,-22,-4,79,0,-3,173,-41,54,143,199,-79,66,-20,-1,-2060,314,-646,-3465,332,3692
104,5/5/20,-10,71,-123,48,345,87,-37,29,4,-30,-127,-67,6,79,-595,-6,-1545,10,-61,-10,191,-361,-1513,50,-13,-1,-36,5,-3,-10,-3,1,230,-14,50,222,136,117,-32,-90,2,-1010,410,-183,-3346,97,3703
105,5/6/20,-13,139,-145,37,283,-341,17,52,5,-36,-126,-83,-1,155,2025,-23,-3927,20,-14,-17,-3495,-152,-6939,87,13,-112,-37,-31,-2,-8,-1,-8,189,-33,40,-83,132,-87,-137,-13,0,-1764,615,-259,-2728,254,5459
106,5/7/20,0,50,8,62,230,314,10,27,-98,-35,-117,-81,-3,97,-596,-1,-649,14,-13,-3,109,-166,-1904,46,1,8,-17,-47,-4,38,0,-4,369,10,37,78,335,12,-135,-29,0,-1600,606,-139,-2862,195,5043
107,5/8/20,-7,111,-121,50,511,264,29,24,2,-12,1,-91,-426,-440,340,-6,1040,11,-45,-10,130,-306,-1663,142,-2,19,-23,-9,-3,39,0,-2,248,-7,35,-24,380,-2,-201,-89,-5,-1456,507,-132,-1612,173,3998
108,5/9/20,-1,96,-34,96,380,315,-83,24,0,-23,-19,-69,-39,137,244,-6,-903,18,-17,-8,202,-131,-3119,-4,17,2,-55,-19,-7,29,1,-7,223,22,28,23,49,-185,-196,-14,0,-2262,611,-263,-1588,297,3546
109,5/10/20,-11,79,-28,66,560,179,-25,21,5,-30,-3,-17,3,80,63,-3,-565,6,13,0,224,-36,-1518,-50,54,9,34,-27,0,19,0,-17,227,-4,6,69,116,70,0,-20,1,-1585,396,-149,-1716,356,3655
110,5/11/20,0,44,-61,40,804,262,10,6,3,-12,-186,-31,0,18,-318,-6,-612,10,-12,0,130,-390,-836,-17,1,7,1,-14,6,40,-3,-4,145,-42,22,201,89,11,-417,-18,3,1990,317,-173,-2030,171,3659
111,5/12/20,-24,74,-11,103,517,241,-41,16,-46,-13,-134,-168,-21,-285,-609,-28,-1065,17,-24,-3,86,-219,-1222,-77,0,-159,-11,-3,3,63,0,-4,142,4,21,252,-249,-270,-245,-17,-2,-1423,545,14,-1458,273,2773
112,5/13/20,-2,109,-121,-46,211,-85,-40,22,1,-23,-117,-13,5,42,-1136,-18,-696,13,-72,-3,-2210,-134,-2809,-47,-10,0,-48,-10,-1,142,-2,-9,167,-7,17,-18,38,-86,-174,-73,0,-1366,490,-270,-1245,45,2740
113,5/14/20,12,69,-42,77,485,73,-9,-4,-30,-8,-115,-100,-126,88,-474,8,-1243,9,-34,0,417,-259,-2017,31,29,11,-20,-25,7,86,0,-2,240,23,18,103,162,-864,-183,-44,-6,-1919,604,48,-735,-22,3015
114,5/15/20,7,87,-17,47,314,110,-52,21,3,-19,-87,-76,-7,-623,-311,-6,-555,36,-87,-2,117,-57,-4370,-60,17,-27,-19,-10,-5,184,0,-2,147,-1,23,155,128,-144,-154,-16,-2,-904,508,45,-443,133,3175
115,5/16/20,8,111,38,100,256,140,11,6,-30,-42,7,-87,-7,54,0,-14,-525,7,-34,-4,77,-251,-1883,-112,-32,27,-13,-10,22,68,0,0,155,5,18,-24,-280,39,-123,-8,-2,-1252,442,-243,-435,74,2978
116,5/17/20,12,50,2,62,530,74,-62,8,2,-21,-22,-55,0,60,-1281,6,-818,14,8,0,54,-82,-1836,31,0,11,-3,9,3,122,0,0,115,1,12,-14,-603,-162,-122,-11,-1,0,461,-87,-501,206,3364
117,5/18/20,-10,256,-24,72,718,224,-14,8,1,-8,-67,-34,9,31,-289,-1,-889,0,11,0,84,-289,-1798,380,55,1,3,-11,3,-9,1,0,132,14,7,168,-1634,112,2,-21,-1062,-3168,215,-95,-488,144,2522
118,5/19/20,-14,70,-15,-13,442,174,-42,-12,1,-18,-29,-42,7,18,264,-18,509,4,4,-3,37,-168,-1424,-129,-44,-31,-14,6,7,115,0,-1,87,-30,10,96,206,-98,-74,-7,-2,362,377,-84,-324,-109,1874
119,5/20/20,-1,-28,-173,56,119,-10,-20,-9,3,-9,-32,-50,-15,241,-137,-13,-653,9,-3,1,-1536,-62,-2377,82,15,4,-9,3,10,-239,-3,0,163,-1,13,177,191,-4,-64,-38,-2,408,636,-61,-143,15,-900
120,5/21/20,-8,170,-18,30,297,75,-31,-8,-44,2,-65,-49,-526,48,-336,-2,-632,1,-15,-1,64,-204,-1792,156,30,8,15,-4,12,146,0,-2,226,28,27,125,238,-36,-219,-8,-1,430,609,-70,-69,189,2271
